id,order,size,cr,lambda_2,lambda_2_mult,lcr,ucr,lambda_n,lambda_n_mult,edge_orbits,vertex_orbits,group_size,bipartite,regular,1_walk_regular
52124,92,184,True,0.037256,2,True,True,8.0,1,1.0,1.0,6473924464300000.0,1.0,1.0,True
54258,92,138,False,0.496496,6,False,True,6.0,1,11.0,9.0,24.0,1.0,1.0,False
54259,92,138,False,0.496496,6,False,True,6.0,1,23.0,18.0,8.0,1.0,1.0,False
52125,93,186,True,0.08188,2,True,True,7.979477,2,1.0,1.0,372.0,0.0,1.0,True
52350,93,279,True,0.81946,6,True,True,9.0,2,1.0,1.0,558.0,0.0,1.0,True
52351,93,2883,True,62.0,90,True,True,93.0,2,1.0,1.0,3.3359271402e+102,0.0,1.0,True
37293,94,141,False,0.076944,2,False,True,6.0,1,3.0,1.0,94.0,1.0,1.0,False
37295,94,141,False,0.227835,2,False,True,6.0,1,3.0,1.0,94.0,1.0,1.0,False
37297,94,141,False,0.18182,2,False,True,6.0,1,3.0,1.0,94.0,1.0,1.0,False
37299,94,141,False,0.041556,2,False,True,6.0,1,3.0,1.0,94.0,1.0,1.0,False
37301,94,141,False,0.123795,2,False,True,6.0,1,3.0,1.0,94.0,1.0,1.0,False
37303,94,141,False,0.216394,2,False,True,6.0,1,3.0,1.0,94.0,1.0,1.0,False
37305,94,141,False,0.112122,2,False,True,6.0,1,3.0,1.0,94.0,1.0,1.0,False
37307,94,141,False,0.017845,2,False,True,6.0,1,2.0,1.0,188.0,1.0,1.0,False
52126,94,188,True,0.03569,2,True,True,7.991068,2,1.0,1.0,1.3229323905e+16,0.0,1.0,True
52127,95,190,True,0.216731,2,True,True,7.945445,2,1.0,1.0,380.0,0.0,1.0,True
1181,96,144,False,0.058081,2,False,True,6.0,1,26.0,21.0,96.0,1.0,1.0,False
37313,96,144,False,0.152241,2,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37315,96,144,False,0.152241,2,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37317,96,144,False,0.240539,4,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37319,96,144,False,0.329071,4,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37321,96,144,False,0.202067,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37323,96,144,False,0.20763,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37325,96,144,False,0.174436,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37327,96,144,False,0.157797,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37329,96,144,False,0.118742,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37331,96,144,False,0.152241,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37333,96,144,False,0.107541,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37335,96,144,False,0.090687,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37337,96,144,False,0.218619,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37339,96,144,False,0.202067,2,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37341,96,144,False,0.039848,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37343,96,144,False,0.01711,2,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37345,96,144,False,0.068148,2,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37347,96,144,False,0.051184,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37349,96,144,False,0.073791,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37351,96,144,False,0.051184,2,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37353,96,144,False,0.022803,2,False,True,6.0,1,2.0,1.0,805306368.0,1.0,1.0,False
37355,96,144,False,0.090687,2,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37357,96,144,False,0.267949,2,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37359,96,144,False,0.090687,2,False,True,6.0,1,2.0,1.0,98304.0,1.0,1.0,False
37361,96,144,False,0.267949,2,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37363,96,144,False,0.202067,2,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37365,96,144,False,0.090687,2,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37367,96,144,False,0.267949,2,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37369,96,144,False,0.068148,2,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37371,96,144,True,0.267949,6,True,True,6.0,1,1.0,1.0,576.0,1.0,1.0,True
37373,96,144,False,0.267949,2,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37375,96,144,False,0.349087,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37377,96,144,False,0.460415,4,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37381,96,144,False,0.324869,6,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37383,96,144,False,0.363595,6,False,True,5.732051,6,2.0,1.0,192.0,0.0,1.0,False
37393,96,144,False,0.354249,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37395,96,144,False,0.068148,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37397,96,144,False,0.267949,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37399,96,144,False,0.354249,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37401,96,144,False,0.202067,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37403,96,144,False,0.157797,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37405,96,144,False,0.068148,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37407,96,144,False,0.354249,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37409,96,144,False,0.354249,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37411,96,144,False,0.152241,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37413,96,144,False,0.267949,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37415,96,144,False,0.152241,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37417,96,144,False,0.202067,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37419,96,144,False,0.267949,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37421,96,144,False,0.216843,4,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37423,96,144,False,0.380662,4,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37425,96,144,False,0.267949,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37427,96,144,False,0.243012,4,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37429,96,144,False,0.214543,4,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37431,96,144,False,0.354249,2,False,True,6.0,1,2.0,1.0,384.0,1.0,1.0,False
37433,96,144,False,0.354249,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37435,96,144,False,0.267949,2,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37437,96,144,False,0.354249,2,False,True,6.0,1,2.0,1.0,384.0,1.0,1.0,False
37439,96,144,True,0.438447,9,True,True,6.0,1,1.0,1.0,1152.0,1.0,1.0,True
37441,96,144,False,0.290725,6,False,True,6.0,1,2.0,1.0,768.0,1.0,1.0,False
37443,96,144,False,0.267949,2,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37445,96,144,False,0.290725,3,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37449,96,144,False,0.290725,3,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37453,96,144,False,0.411262,6,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37455,96,144,False,0.438447,3,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37457,96,144,False,0.290725,3,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37459,96,144,False,0.438447,3,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37461,96,144,False,0.290725,3,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37463,96,144,False,0.354249,2,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37465,96,144,False,0.267949,4,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37467,96,144,False,0.267949,3,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37469,96,144,False,0.267949,3,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37471,96,144,False,0.386874,4,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
37473,96,144,False,0.267949,3,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37475,96,144,False,0.175847,4,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37477,96,144,False,0.168557,4,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37483,96,144,False,0.290725,3,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37485,96,144,False,0.267949,3,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37487,96,144,False,0.267949,3,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
37489,96,144,False,0.267949,5,False,True,6.0,1,3.0,1.0,96.0,1.0,1.0,False
50945,96,192,True,1.171573,6,True,True,8.0,1,1.0,1.0,768.0,1.0,1.0,True
50946,96,192,True,1.171573,6,True,True,8.0,1,1.0,1.0,1536.0,1.0,1.0,True
51342,96,240,False,1.560752,2,False,True,10.0,1,7.0,2.0,48.0,1.0,1.0,False
51441,96,144,False,0.381966,2,False,True,6.0,1,3.0,2.0,192.0,1.0,1.0,False
52128,96,192,True,0.763932,6,True,True,8.0,1,1.0,1.0,768.0,1.0,1.0,True
52129,96,192,True,0.535898,2,True,True,8.0,1,1.0,1.0,98304.0,1.0,1.0,True
52130,96,192,True,0.136297,2,True,True,8.0,1,1.0,1.0,805306368.0,1.0,1.0,True
52131,96,192,True,0.034221,2,True,True,8.0,1,1.0,1.0,2.7021597764e+16,1.0,1.0,True
52132,96,192,True,1.171573,14,True,True,8.0,1,1.0,1.0,1536.0,1.0,1.0,True
52133,96,192,True,0.535898,2,True,True,8.0,1,1.0,1.0,768.0,1.0,1.0,True
52134,96,192,True,0.535898,2,True,True,8.0,1,1.0,1.0,768.0,1.0,1.0,True
52135,96,192,True,1.096788,12,True,True,8.0,1,1.0,1.0,384.0,1.0,1.0,True
52136,96,192,True,0.535898,2,True,True,8.0,1,1.0,1.0,768.0,1.0,1.0,True
52137,96,192,True,0.535898,2,True,True,8.0,1,1.0,1.0,768.0,1.0,1.0,True
52138,96,192,True,0.763932,6,True,True,8.0,1,1.0,1.0,384.0,1.0,1.0,True
52139,96,192,True,0.585786,6,True,True,6.0,33,1.0,1.0,384.0,0.0,1.0,True
52140,96,192,True,0.763932,6,True,True,7.414214,6,1.0,1.0,384.0,0.0,1.0,True
52141,96,192,True,1.171573,10,True,True,8.0,1,1.0,1.0,384.0,1.0,1.0,True
52142,96,192,True,1.171573,6,True,True,8.0,1,1.0,1.0,384.0,1.0,1.0,True
52143,96,192,True,0.904426,8,True,True,8.0,1,1.0,1.0,384.0,1.0,1.0,True
52144,96,192,True,0.585786,4,True,True,8.0,1,1.0,1.0,384.0,1.0,1.0,True
52145,96,192,True,0.535898,2,True,True,8.0,1,1.0,1.0,384.0,1.0,1.0,True
52146,96,192,True,0.535898,2,True,True,8.0,1,1.0,1.0,384.0,1.0,1.0,True
52147,96,192,True,0.136297,2,True,True,8.0,1,1.0,1.0,384.0,1.0,1.0,True
52148,96,192,True,0.430404,4,True,True,8.0,1,1.0,1.0,384.0,1.0,1.0,True
52149,96,192,True,0.535898,2,True,True,8.0,1,1.0,1.0,384.0,1.0,1.0,True
52150,96,192,True,0.535898,2,True,True,8.0,1,1.0,1.0,384.0,1.0,1.0,True
52151,96,192,True,0.304482,2,True,True,8.0,1,1.0,1.0,384.0,1.0,1.0,True
52152,96,192,True,0.076859,2,True,True,8.0,1,1.0,1.0,384.0,1.0,1.0,True
52153,96,192,True,0.304482,2,True,True,8.0,1,1.0,1.0,384.0,1.0,1.0,True
52154,96,192,True,0.136297,2,True,True,8.0,1,1.0,1.0,384.0,1.0,1.0,True
52352,96,240,True,2.0,20,True,True,8.0,25,1.0,1.0,1920.0,0.0,1.0,True
52353,96,288,True,2.0,9,True,True,12.0,1,1.0,1.0,2304.0,1.0,1.0,True
52354,96,288,True,2.438447,9,True,True,12.0,1,1.0,1.0,1152.0,1.0,1.0,True
52355,96,288,True,2.0,9,True,True,12.0,1,1.0,1.0,1152.0,1.0,1.0,True
52356,96,288,True,2.394449,12,True,True,12.0,1,1.0,1.0,6912.0,1.0,1.0,True
52357,96,336,True,4.354249,40,True,True,14.0,1,1.0,1.0,4032.0,1.0,1.0,True
52358,96,384,True,2.876894,12,True,True,12.0,2,1.0,1.0,1536.0,0.0,1.0,True
52359,96,480,True,5.527864,6,True,True,20.0,1,1.0,1.0,3840.0,1.0,1.0,True
52360,96,576,True,3.071797,6,True,True,18.0,2,1.0,1.0,1.6212958659e+17,0.0,1.0,True
52361,96,576,True,5.071797,6,True,True,24.0,1,1.0,1.0,4608.0,1.0,1.0,True
52362,96,720,True,8.291796,3,True,True,21.708204,3,1.0,1.0,2880.0,0.0,1.0,True
52363,96,720,True,8.291796,6,True,True,30.0,1,1.0,1.0,11520.0,1.0,1.0,True
52364,96,720,True,11.0,30,True,True,30.0,1,1.0,1.0,5760.0,1.0,1.0,True
52365,96,768,True,10.343146,6,True,True,24.0,2,1.0,1.0,3072.0,0.0,1.0,True
52366,96,768,True,8.608964,6,True,True,24.0,2,1.0,1.0,3072.0,0.0,1.0,True
52367,96,1008,True,13.062746,8,True,True,28.937254,8,1.0,1.0,8064.0,0.0,1.0,True
52368,96,1152,True,15.514719,6,True,True,36.0,2,1.0,1.0,9216.0,0.0,1.0,True
52369,96,1152,True,19.101021,24,True,True,36.0,2,1.0,1.0,9216.0,0.0,1.0,True
52370,96,1152,True,17.071797,12,True,True,36.0,2,1.0,1.0,3.2425917317e+17,0.0,1.0,True
52371,96,1536,True,20.686292,6,True,True,48.0,2,1.0,1.0,5.1215453831e+35,0.0,1.0,True
52372,96,2304,True,40.0,6,True,True,72.0,2,1.0,1.0,2.658329271e+57,0.0,1.0,True
52155,97,194,True,0.397102,4,True,True,7.799164,4,1.0,1.0,388.0,0.0,1.0,True
52373,97,291,True,0.786795,6,True,True,8.877325,6,1.0,1.0,582.0,0.0,1.0,True
37491,98,147,False,0.038243,2,False,True,6.0,1,3.0,1.0,98.0,1.0,1.0,False
37493,98,147,False,0.167491,2,False,True,6.0,1,3.0,1.0,98.0,1.0,1.0,False
37495,98,147,False,0.01642,2,False,True,6.0,1,2.0,1.0,196.0,1.0,1.0,False
37497,98,147,False,0.199384,2,False,True,6.0,1,3.0,1.0,98.0,1.0,1.0,False
37499,98,147,False,0.113992,2,False,True,6.0,1,3.0,1.0,98.0,1.0,1.0,False
37501,98,147,True,0.262584,6,True,True,6.0,1,1.0,1.0,294.0,1.0,1.0,True
37503,98,147,False,0.070828,2,False,True,6.0,1,3.0,1.0,98.0,1.0,1.0,False
37505,98,147,False,0.209947,2,False,True,6.0,1,3.0,1.0,98.0,1.0,1.0,False
37507,98,147,False,0.231019,2,False,True,6.0,1,3.0,1.0,98.0,1.0,1.0,False
37509,98,147,False,0.103234,2,False,True,6.0,1,3.0,1.0,98.0,1.0,1.0,False
37513,98,147,True,0.26249,6,True,True,6.0,1,1.0,1.0,588.0,1.0,1.0,True
52156,98,196,True,0.03284,2,True,True,7.991782,2,1.0,1.0,5.5169095435e+16,0.0,1.0,True
52157,98,196,True,0.396125,4,True,True,8.0,1,1.0,1.0,784.0,1.0,1.0,True
52374,98,686,True,9.232521,14,True,True,28.0,1,1.0,1.0,8232.0,1.0,1.0,True
52375,98,784,True,11.704103,16,True,True,32.0,1,1.0,1.0,3136.0,1.0,1.0,True
52376,98,1029,True,11.100505,6,True,True,42.0,1,1.0,1.0,2.2928032446e+54,1.0,1.0,True
52158,99,198,True,0.393486,4,True,True,7.837972,2,1.0,1.0,396.0,0.0,1.0,True
52159,99,198,True,0.072285,2,True,True,7.981888,2,1.0,1.0,396.0,0.0,1.0,True
1140,100,1800,True,30.0,36,True,True,40.0,63,1.0,1.0,1209600.0,0.0,1.0,True
1165,100,1100,True,20.0,77,True,True,30.0,22,1.0,1.0,88704000.0,0.0,1.0,True
1169,100,350,True,4.0,21,True,True,14.0,1,1.0,1.0,504000.0,1.0,1.0,True
37521,100,150,False,0.130145,2,False,True,6.0,1,3.0,1.0,100.0,1.0,1.0,False
37523,100,150,False,0.191617,2,False,True,6.0,1,3.0,1.0,100.0,1.0,1.0,False
37525,100,150,False,0.222048,2,False,True,6.0,1,3.0,1.0,100.0,1.0,1.0,False
37527,100,150,False,0.145579,2,False,True,6.0,1,3.0,1.0,100.0,1.0,1.0,False
37529,100,150,False,0.201778,2,False,True,6.0,1,3.0,1.0,100.0,1.0,1.0,False
37531,100,150,False,0.145579,2,False,True,6.0,1,3.0,1.0,100.0,1.0,1.0,False
37533,100,150,False,0.068039,2,False,True,6.0,1,3.0,1.0,100.0,1.0,1.0,False
37535,100,150,False,0.130145,2,False,True,6.0,1,3.0,1.0,100.0,1.0,1.0,False
37537,100,150,False,0.062834,2,False,True,6.0,1,3.0,1.0,100.0,1.0,1.0,False
37539,100,150,False,0.015771,2,False,True,6.0,1,2.0,1.0,200.0,1.0,1.0,False
37541,100,150,False,0.160951,2,False,True,6.0,1,3.0,1.0,100.0,1.0,1.0,False
37543,100,150,False,0.036733,2,False,True,6.0,1,3.0,1.0,100.0,1.0,1.0,False
37545,100,150,False,0.021018,2,False,True,6.0,1,2.0,1.0,1677721600.0,1.0,1.0,False
37547,100,150,False,0.10952,2,False,True,6.0,1,3.0,1.0,100.0,1.0,1.0,False
37549,100,150,False,0.099181,2,False,True,6.0,1,3.0,1.0,100.0,1.0,1.0,False
37555,100,150,False,0.130145,2,False,True,6.0,1,2.0,1.0,200.0,1.0,1.0,False
37557,100,150,False,0.381966,2,False,True,6.0,1,3.0,1.0,100.0,1.0,1.0,False
37559,100,150,False,0.381966,4,False,True,6.0,1,2.0,1.0,400.0,1.0,1.0,False
37561,100,150,False,0.203458,4,False,True,6.0,1,3.0,1.0,100.0,1.0,1.0,False
37563,100,150,False,0.130145,2,False,True,6.0,1,2.0,1.0,200.0,1.0,1.0,False
37565,100,150,False,0.309421,4,False,True,6.0,1,2.0,1.0,200.0,1.0,1.0,False
50947,100,200,True,1.208712,8,True,True,8.0,1,1.0,1.0,800.0,1.0,1.0,True
51406,100,750,True,10.0,21,True,True,30.0,1,1.0,1.0,252000.0,1.0,1.0,True
52160,100,200,True,0.125667,2,True,True,7.968459,2,1.0,1.0,1677721600.0,0.0,1.0,True
52161,100,200,True,0.031541,2,True,True,8.0,1,1.0,1.0,1.1258999068e+17,1.0,1.0,True
52162,100,200,True,0.381966,4,True,True,8.0,1,1.0,1.0,800.0,1.0,1.0,True
52163,100,200,True,0.195774,2,True,True,8.0,1,1.0,1.0,400.0,1.0,1.0,True
52164,100,200,True,0.387834,4,True,True,8.0,1,1.0,1.0,400.0,1.0,1.0,True
52165,100,200,True,0.195774,2,True,True,8.0,1,1.0,1.0,400.0,1.0,1.0,True
52377,100,300,True,0.763932,6,True,True,8.854102,6,1.0,1.0,1200.0,0.0,1.0,True
52378,100,300,True,1.527864,3,True,True,10.854102,2,1.0,1.0,1200.0,0.0,1.0,True
52379,100,300,True,2.398062,8,True,True,10.854102,2,1.0,1.0,1200.0,0.0,1.0,True
52380,100,400,True,3.807418,16,True,True,16.0,1,1.0,1.0,800.0,1.0,1.0,True
52381,100,500,True,5.0,16,True,True,20.0,1,1.0,1.0,1658880000.0,1.0,1.0,True
52382,100,500,True,5.746746,10,True,True,20.0,1,1.0,1.0,4000.0,1.0,1.0,True
52383,100,600,True,7.298438,24,True,True,16.0,27,1.0,1.0,1200.0,0.0,1.0,True
52384,100,600,True,6.0,4,True,True,17.358899,16,1.0,1.0,2400.0,0.0,1.0,True
52385,100,600,True,7.527864,12,True,True,24.0,1,1.0,1.0,2400.0,1.0,1.0,True
52386,100,750,True,10.0,24,True,True,20.0,27,1.0,1.0,3000.0,0.0,1.0,True
52387,100,1000,True,8.81966,4,True,True,40.0,1,1.0,1.0,3.067007994e+43,1.0,1.0,True
956,102,153,True,0.438447,9,True,True,5.532089,16,1.0,1.0,2448.0,0.0,1.0,True
37567,102,153,False,0.135056,2,False,True,6.0,1,2.0,1.0,204.0,1.0,1.0,False
37571,102,153,False,0.045361,2,False,True,6.0,1,2.0,1.0,204.0,1.0,1.0,False
37573,102,153,False,0.135056,2,False,True,6.0,1,3.0,1.0,102.0,1.0,1.0,False
37575,102,153,False,0.09536,2,False,True,6.0,1,3.0,1.0,102.0,1.0,1.0,False
37577,102,153,False,0.194073,2,False,True,6.0,1,3.0,1.0,102.0,1.0,1.0,False
37579,102,153,False,0.184293,2,False,True,6.0,1,3.0,1.0,102.0,1.0,1.0,False
37581,102,153,False,0.045361,2,False,True,6.0,1,3.0,1.0,102.0,1.0,1.0,False
37583,102,153,False,0.154784,2,False,True,6.0,1,3.0,1.0,102.0,1.0,1.0,False
37585,102,153,False,0.213587,2,False,True,6.0,1,3.0,1.0,102.0,1.0,1.0,False
37587,102,153,False,0.105305,2,False,True,6.0,1,3.0,1.0,102.0,1.0,1.0,False
37589,102,153,False,0.015159,2,False,True,6.0,1,2.0,1.0,204.0,1.0,1.0,False
37591,102,153,False,0.035311,2,False,True,6.0,1,3.0,1.0,102.0,1.0,1.0,False
37595,102,153,False,0.065411,2,False,True,6.0,1,3.0,1.0,102.0,1.0,1.0,False
37600,104,156,False,0.058116,2,False,True,6.0,1,2.0,1.0,208.0,1.0,1.0,False
37602,104,156,False,0.019435,2,False,True,6.0,1,2.0,1.0,3489660928.0,1.0,1.0,False
37604,104,156,False,0.134722,2,False,True,6.0,1,3.0,1.0,104.0,1.0,1.0,False
37606,104,156,False,0.1868,2,False,True,6.0,1,3.0,1.0,104.0,1.0,1.0,False
37608,104,156,False,0.177379,2,False,True,6.0,1,3.0,1.0,104.0,1.0,1.0,False
37610,104,156,False,0.101328,2,False,True,6.0,1,3.0,1.0,104.0,1.0,1.0,False
37612,104,156,False,0.148964,2,False,True,6.0,1,3.0,1.0,104.0,1.0,1.0,False
37614,104,156,False,0.091756,2,False,True,6.0,1,3.0,1.0,104.0,1.0,1.0,False
37616,104,156,False,0.07736,2,False,True,6.0,1,3.0,1.0,104.0,1.0,1.0,False
37618,104,156,False,0.03397,2,False,True,6.0,1,3.0,1.0,104.0,1.0,1.0,False
37620,104,156,False,0.014582,2,False,True,6.0,1,2.0,1.0,208.0,1.0,1.0,False
37622,104,156,False,0.058116,2,False,True,6.0,1,2.0,1.0,208.0,1.0,1.0,False
37624,104,156,False,0.229088,2,False,True,6.0,1,3.0,1.0,104.0,1.0,1.0,False
37626,104,156,False,0.07736,2,False,True,6.0,1,3.0,1.0,104.0,1.0,1.0,False
37628,104,156,False,0.205598,2,False,True,6.0,1,3.0,1.0,104.0,1.0,1.0,False
37630,104,156,False,0.062933,2,False,True,6.0,1,3.0,1.0,104.0,1.0,1.0,False
37632,104,156,False,0.183907,4,False,True,6.0,1,2.0,1.0,104.0,1.0,1.0,False
37634,104,156,True,0.247722,6,True,True,6.0,1,1.0,1.0,312.0,1.0,1.0,True
37636,104,156,False,0.134722,2,False,True,6.0,1,3.0,1.0,104.0,1.0,1.0,False
37638,104,156,False,0.07736,2,False,True,6.0,1,2.0,1.0,212992.0,1.0,1.0,False
37640,104,156,False,0.3567,4,False,True,6.0,1,2.0,1.0,208.0,1.0,1.0,False
51389,105,1680,True,30.0,84,True,True,42.0,20,1.0,1.0,241920.0,0.0,1.0,True
37642,106,159,False,0.198045,2,False,True,6.0,1,3.0,1.0,106.0,1.0,1.0,False
37644,106,159,False,0.088352,2,False,True,6.0,1,3.0,1.0,106.0,1.0,1.0,False
37646,106,159,False,0.060593,2,False,True,6.0,1,3.0,1.0,106.0,1.0,1.0,False
37648,106,159,False,0.170845,2,False,True,6.0,1,3.0,1.0,106.0,1.0,1.0,False
37650,106,159,False,0.032704,2,False,True,6.0,1,3.0,1.0,106.0,1.0,1.0,False
37652,106,159,False,0.179925,2,False,True,6.0,1,3.0,1.0,106.0,1.0,1.0,False
37656,106,159,False,0.097572,2,False,True,6.0,1,3.0,1.0,106.0,1.0,1.0,False
37658,106,159,False,0.143464,2,False,True,6.0,1,3.0,1.0,106.0,1.0,1.0,False
37660,106,159,False,0.014038,2,False,True,6.0,1,2.0,1.0,212.0,1.0,1.0,False
37668,108,162,False,0.164663,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37670,108,162,False,0.125031,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37672,108,162,False,0.031507,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37674,108,162,False,0.085133,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37676,108,162,False,0.120615,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37678,108,162,False,0.05391,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37680,108,162,False,0.16025,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37682,108,162,False,0.125031,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37684,108,162,False,0.217074,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37686,108,162,False,0.040478,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37688,108,162,False,0.190899,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37690,108,162,False,0.138263,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37692,108,162,False,0.05838,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37694,108,162,False,0.018024,2,False,True,6.0,1,2.0,1.0,7247757312.0,1.0,1.0,False
37696,108,162,False,0.173421,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37698,108,162,False,0.09402,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37700,108,162,False,0.013523,2,False,True,6.0,1,2.0,1.0,216.0,1.0,1.0,False
37702,108,162,False,0.16025,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37710,108,162,False,0.362213,4,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37712,108,162,False,0.354249,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37714,108,162,False,0.120615,2,False,True,6.0,1,2.0,1.0,216.0,1.0,1.0,False
37716,108,162,False,0.442388,4,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37718,108,162,False,0.277598,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37720,108,162,False,0.040478,2,False,True,6.0,1,2.0,1.0,216.0,1.0,1.0,False
37722,108,162,False,0.120615,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37724,108,162,False,0.120615,2,False,True,6.0,1,2.0,1.0,216.0,1.0,1.0,False
37728,108,162,False,0.16025,2,False,True,6.0,1,3.0,1.0,108.0,1.0,1.0,False
37730,108,162,False,0.354249,2,False,True,6.0,1,2.0,1.0,216.0,1.0,1.0,False
37732,108,162,False,0.267949,6,False,True,6.0,1,2.0,1.0,432.0,1.0,1.0,False
