id,order,size,cr,lambda_2,lambda_2_mult,lcr,ucr,lambda_n,lambda_n_mult,edge_orbits,vertex_orbits,group_size,bipartite,regular,1_walk_regular
50732,32,32,True,0.038429,2,True,True,4.0,1,1.0,1.0,64.0,1.0,1.0,True
50733,32,80,False,2.630796,2,False,True,10.0,1,5.0,1.0,32.0,1.0,1.0,False
50734,32,96,True,3.55051,8,True,True,12.0,1,1.0,1.0,384.0,1.0,1.0,True
50735,32,96,True,4.0,14,True,True,10.0,4,1.0,1.0,384.0,0.0,1.0,True
50736,32,144,True,6.0,6,True,True,18.0,1,2.0,1.0,384.0,1.0,1.0,True
50737,32,160,True,8.0,15,True,True,20.0,1,2.0,1.0,1536.0,1.0,1.0,True
50738,32,160,True,8.0,10,True,True,16.0,5,1.0,1.0,125829120.0,0.0,1.0,True
50739,32,192,True,10.0,12,True,True,24.0,1,1.0,1.0,2304.0,1.0,1.0,True
50740,32,192,True,8.0,3,True,True,24.0,1,1.0,1.0,5283615080400.0,1.0,1.0,True
50741,32,224,True,12.0,7,True,True,28.0,1,1.0,1.0,5284823040.0,1.0,1.0,True
50742,32,240,True,14.0,15,True,True,30.0,1,1.0,1.0,41845579776000.0,1.0,1.0,True
50743,32,256,True,16.0,30,True,True,32.0,1,1.0,1.0,8.7552627339e+26,1.0,1.0,True
50744,32,336,True,20.0,21,True,True,28.0,3,1.0,1.0,967680.0,0.0,1.0,True
50745,32,384,True,24.0,28,True,True,32.0,3,1.0,1.0,6.3429799041e+19,0.0,1.0,True
50746,32,448,True,28.0,24,True,True,32.0,7,1.0,1.0,4438236667600000.0,0.0,1.0,True
50747,32,480,True,30.0,16,True,True,32.0,15,1.0,1.0,1.3711959581e+18,0.0,1.0,True
50748,32,496,True,32.0,31,True,True,32.0,31,1.0,1.0,2.6313083693e+35,0.0,1.0,True
51347,32,48,False,0.438447,3,False,True,6.0,1,2.0,2.0,48.0,1.0,1.0,False
51402,32,84,False,1.107814,3,False,True,8.0,2,3.0,2.0,48.0,0.0,0.0,False
51934,32,64,True,1.171573,4,True,True,8.0,1,1.0,1.0,256.0,1.0,1.0,True
51935,32,64,True,1.171573,2,True,True,8.0,1,1.0,1.0,4096.0,1.0,1.0,True
51936,32,64,True,0.304482,2,True,True,8.0,1,1.0,1.0,2097152.0,1.0,1.0,True
51937,32,64,True,1.171573,2,True,True,8.0,1,1.0,1.0,128.0,1.0,1.0,True
52500,32,64,False,1.641706,2,False,True,8.0,1,22.0,11.0,4.0,1.0,1.0,False
52501,32,64,False,1.641706,2,False,True,8.0,1,11.0,6.0,12.0,1.0,1.0,False
52502,32,64,False,1.581786,2,False,True,8.0,1,4.0,1.0,32.0,1.0,1.0,False
52503,32,64,False,1.641706,2,False,True,8.0,1,14.0,6.0,6.0,1.0,1.0,False
52504,32,64,False,1.673154,4,False,True,8.0,1,2.0,1.0,64.0,1.0,1.0,False
52505,32,64,False,1.622797,1,False,True,8.0,1,18.0,9.0,4.0,1.0,1.0,False
52506,32,64,False,1.608618,1,False,True,8.0,1,15.0,8.0,6.0,1.0,1.0,False
52507,32,64,False,1.608618,1,False,True,8.0,1,10.0,6.0,12.0,1.0,1.0,False
53553,32,144,True,6.0,8,True,True,12.0,14,1.0,1.0,1152.0,0.0,1.0,True
54098,32,80,True,2.763932,8,True,True,8.0,5,3.0,2.0,64.0,0.0,1.0,True
54099,32,96,False,0.276643,1,False,True,12.0,1,7.0,8.0,95551488.0,1.0,1.0,False
54100,32,96,False,0.276643,1,False,True,12.0,1,7.0,8.0,7962624.0,1.0,1.0,False
54786,32,64,True,1.171573,6,True,True,8.0,1,1.0,2.0,294912.0,1.0,1.0,True
54787,32,48,True,0.837722,4,True,True,8.0,1,1.0,2.0,384.0,1.0,0.0,False
54788,32,48,True,0.226058,2,True,True,8.0,1,1.0,2.0,26873856.0,1.0,0.0,False
54789,32,48,True,0.535898,3,True,True,8.0,1,1.0,2.0,196608.0,1.0,0.0,False
54790,32,96,True,1.757359,2,True,True,12.0,1,1.0,1.0,384.0,1.0,1.0,True
54791,32,96,True,4.0,15,True,True,12.0,1,1.0,1.0,1536.0,1.0,1.0,True
54792,32,96,True,2.535898,4,True,True,12.0,1,1.0,1.0,6291456.0,1.0,1.0,True
54793,32,96,True,3.171573,6,True,True,8.828427,6,1.0,1.0,192.0,0.0,1.0,True
54794,32,96,True,2.0,4,True,True,8.0,17,1.0,1.0,384.0,0.0,1.0,True
54795,32,112,True,4.354249,8,True,True,14.0,1,1.0,1.0,1344.0,1.0,1.0,True
54796,32,128,True,5.171573,8,True,True,16.0,1,1.0,1.0,43008.0,1.0,1.0,True
54797,32,128,True,2.343146,2,True,True,16.0,1,1.0,1.0,1761205026800.0,1.0,1.0,True
54798,32,128,True,4.0,4,True,True,16.0,1,1.0,1.0,25165824.0,1.0,1.0,True
54799,32,128,True,4.0,4,True,True,16.0,1,1.0,2.0,98304.0,1.0,1.0,True
54800,32,72,True,1.757359,4,True,True,12.0,1,1.0,2.0,80621568.0,1.0,0.0,False
54801,32,144,True,6.0,6,True,True,18.0,1,1.0,1.0,2304.0,1.0,1.0,True
54802,32,120,True,4.0,5,True,True,16.0,1,1.0,2.0,1440.0,1.0,0.0,False
54803,32,120,True,4.837722,10,True,True,16.0,1,1.0,2.0,720.0,1.0,0.0,False
54804,32,120,True,2.169048,2,True,True,16.0,1,1.0,2.0,2149908480000.0,1.0,0.0,False
54805,32,120,True,3.101021,3,True,True,16.0,1,1.0,2.0,318504960000.0,1.0,0.0,False
54806,32,120,True,4.0,5,True,True,16.0,1,1.0,2.0,3932160.0,1.0,0.0,False
54807,32,120,True,4.0,5,True,True,16.0,1,1.0,2.0,46080.0,1.0,0.0,False
54808,32,120,True,4.0,5,True,True,16.0,1,1.0,2.0,122880.0,1.0,0.0,False
54809,32,160,True,8.0,15,True,True,20.0,1,1.0,1.0,23040.0,1.0,1.0,True
54810,32,96,True,3.101021,6,True,True,16.0,1,1.0,2.0,192.0,1.0,0.0,False
54811,32,96,True,1.675445,2,True,True,16.0,1,1.0,2.0,34398535680000.0,1.0,0.0,False
54812,32,96,True,2.343146,3,True,True,16.0,1,1.0,2.0,73383542784.0,1.0,0.0,False
54813,32,96,True,2.343146,3,True,True,16.0,1,1.0,2.0,9172942848.0,1.0,0.0,False
54814,32,96,True,2.708497,4,True,True,16.0,1,1.0,2.0,322486272.0,1.0,0.0,False
54815,32,96,True,3.101021,6,True,True,16.0,1,1.0,2.0,786432.0,1.0,0.0,False
54816,32,192,True,9.171573,6,True,True,24.0,1,1.0,2.0,294912.0,1.0,1.0,True
54817,32,192,True,8.0,6,True,True,16.0,9,1.0,1.0,75497472.0,0.0,1.0,True
54818,32,192,True,8.0,6,True,True,16.0,9,1.0,1.0,1536.0,0.0,1.0,True
54819,32,192,True,8.0,6,True,True,16.0,9,1.0,1.0,12582912.0,0.0,1.0,True
54820,32,56,True,0.928932,2,True,True,16.0,1,1.0,2.0,5161930260500000.0,1.0,0.0,False
54821,32,180,True,7.101021,3,True,True,24.0,1,1.0,2.0,6449725440000.0,1.0,0.0,False
54822,32,255,True,15.0,16,True,True,32.0,1,1.0,2.0,4.6512333274e+26,1.0,0.0,False
54823,32,144,True,5.071797,3,True,True,24.0,1,1.0,2.0,103195607040000.0,1.0,0.0,False
54824,32,252,True,14.0,17,True,True,32.0,1,1.0,2.0,5.5814799929e+26,1.0,0.0,False
54825,32,288,True,16.0,9,True,True,24.0,6,1.0,1.0,75497472.0,0.0,1.0,True
54826,32,247,True,13.0,18,True,True,32.0,1,1.0,2.0,7.5748657046e+26,1.0,0.0,False
54827,32,240,True,12.0,19,True,True,32.0,1,1.0,2.0,1.1653639546e+27,1.0,0.0,False
54828,32,320,True,16.0,5,True,True,24.0,10,1.0,1.0,125829120.0,0.0,1.0,True
54829,32,84,True,2.619168,3,True,True,24.0,1,1.0,2.0,1.5485790781e+16,1.0,0.0,False
54830,32,168,True,6.788897,7,True,True,28.0,1,1.0,2.0,67722117120.0,1.0,0.0,False
54831,32,231,True,11.0,20,True,True,32.0,1,1.0,2.0,2.0393869205e+27,1.0,0.0,False
54832,32,220,True,10.0,21,True,True,32.0,1,1.0,2.0,4.078773841e+27,1.0,0.0,False
54833,32,207,True,9.0,22,True,True,32.0,1,1.0,2.0,9.3811798342e+27,1.0,0.0,False
54834,32,192,True,8.0,23,True,True,32.0,1,1.0,2.0,2.5016479558e+28,1.0,0.0,False
54835,32,175,True,7.0,24,True,True,32.0,1,1.0,2.0,7.8176498618e+28,1.0,0.0,False
54836,32,156,True,6.0,25,True,True,32.0,1,1.0,2.0,2.9036985201e+29,1.0,0.0,False
54837,32,135,True,5.0,26,True,True,32.0,1,1.0,2.0,1.3066643341e+30,1.0,0.0,False
54838,32,112,True,4.0,27,True,True,32.0,1,1.0,2.0,7.3173202707e+30,1.0,0.0,False
54839,32,87,True,3.0,28,True,True,32.0,1,1.0,2.0,5.3050571962e+31,1.0,0.0,False
54840,32,60,True,2.0,29,True,True,32.0,1,1.0,2.0,5.3050571962e+32,1.0,0.0,False
54841,32,31,True,1.0,30,True,True,32.0,1,1.0,2.0,8.2228386542e+33,1.0,0.0,False
50749,33,33,True,0.036143,2,True,True,3.990944,2,1.0,1.0,66.0,0.0,1.0,True
50750,33,330,True,19.0,20,True,True,30.0,2,1.0,1.0,239500800.0,0.0,1.0,True
50751,33,363,True,22.0,30,True,True,33.0,2,1.0,1.0,3.8160882056e+23,0.0,1.0,True
50752,33,495,True,30.0,22,True,True,33.0,10,1.0,1.0,1.4481697525e+16,0.0,1.0,True
50753,33,528,True,33.0,32,True,True,33.0,32,1.0,1.0,8.6833176188e+36,0.0,1.0,True
51938,33,66,True,0.634986,2,True,True,7.837972,2,1.0,1.0,132.0,0.0,1.0,True
54842,33,44,True,0.107767,2,True,True,6.0,1,1.0,2.0,45056.0,1.0,0.0,False
54843,33,90,True,3.0,10,True,True,11.0,1,1.0,2.0,360.0,1.0,0.0,False
54844,33,90,True,2.0,5,True,True,11.0,1,1.0,2.0,33592320.0,1.0,0.0,False
54845,33,99,True,0.952479,2,True,True,11.756958,2,1.0,1.0,7981535232.0,0.0,1.0,True
54846,33,72,True,1.227998,4,True,True,11.0,1,1.0,2.0,13759414272.0,1.0,0.0,False
54847,33,72,True,2.0,8,True,True,11.0,1,1.0,2.0,1769472.0,1.0,0.0,False
54848,33,54,True,0.890228,4,True,True,11.0,1,1.0,2.0,725594112.0,1.0,0.0,False
54849,33,110,True,4.0,10,True,True,15.0,1,1.0,2.0,110.0,1.0,0.0,False
54850,33,110,True,4.0,10,True,True,15.0,1,1.0,2.0,1351680.0,1.0,0.0,False
54851,33,165,True,6.627719,10,True,True,15.0,2,1.0,1.0,330.0,0.0,1.0,True
54852,33,132,True,5.127017,10,True,True,18.0,1,1.0,2.0,1351680.0,1.0,0.0,False
54853,33,180,True,8.354249,10,True,True,22.0,1,1.0,2.0,360.0,1.0,0.0,False
54854,33,180,True,5.432236,2,True,True,22.0,1,1.0,2.0,3869835264000000.0,1.0,0.0,False
54855,33,180,True,7.394449,5,True,True,22.0,1,1.0,2.0,33592320.0,1.0,0.0,False
54856,33,168,True,4.917237,2,True,True,22.0,1,1.0,2.0,1.0618827964e+16,1.0,0.0,False
54857,33,144,True,4.0,2,True,True,22.0,1,1.0,2.0,8.4950623715e+16,1.0,0.0,False
54858,33,144,True,4.917237,4,True,True,22.0,1,1.0,2.0,13759414272.0,1.0,0.0,False
54859,33,144,True,5.432236,8,True,True,22.0,1,1.0,2.0,1769472.0,1.0,0.0,False
54860,33,272,True,16.0,16,True,True,33.0,1,1.0,2.0,7.4419733239e+27,1.0,0.0,False
54861,33,108,True,2.814647,2,True,True,22.0,1,1.0,2.0,2.2936668403e+18,1.0,0.0,False
54862,33,108,True,3.384227,4,True,True,22.0,1,1.0,2.0,725594112.0,1.0,0.0,False
54863,33,270,True,15.0,17,True,True,33.0,1,1.0,2.0,8.3722199893e+27,1.0,0.0,False
54864,33,266,True,14.0,18,True,True,33.0,1,1.0,2.0,1.0604811986e+28,1.0,0.0,False
54865,33,60,True,1.460608,2,True,True,22.0,1,1.0,2.0,2.8670835504e+20,1.0,0.0,False
54866,33,220,True,9.803848,10,True,True,30.0,1,1.0,2.0,81749606400.0,1.0,0.0,False
54867,33,260,True,13.0,19,True,True,33.0,1,1.0,2.0,1.5149731409e+28,1.0,0.0,False
54868,33,252,True,12.0,20,True,True,33.0,1,1.0,2.0,2.4472643046e+28,1.0,0.0,False
54869,33,242,True,11.0,21,True,True,33.0,1,1.0,2.0,4.4866512251e+28,1.0,0.0,False
54870,33,230,True,10.0,22,True,True,33.0,1,1.0,2.0,9.3811798342e+28,1.0,0.0,False
54871,33,216,True,9.0,23,True,True,33.0,1,1.0,2.0,2.2514831602e+29,1.0,0.0,False
54872,33,200,True,8.0,24,True,True,33.0,1,1.0,2.0,6.2541198895e+29,1.0,0.0,False
54873,33,182,True,7.0,25,True,True,33.0,1,1.0,2.0,2.0325889641e+30,1.0,0.0,False
54874,33,162,True,6.0,26,True,True,33.0,1,1.0,2.0,7.8399860043e+30,1.0,0.0,False
54875,33,140,True,5.0,27,True,True,33.0,1,1.0,2.0,3.6586601353e+31,1.0,0.0,False
54876,33,116,True,4.0,28,True,True,33.0,1,1.0,2.0,2.1220228785e+32,1.0,0.0,False
54877,33,90,True,3.0,29,True,True,33.0,1,1.0,2.0,1.5915171589e+33,1.0,0.0,False
54878,33,62,True,2.0,30,True,True,33.0,1,1.0,2.0,1.6445677308e+34,1.0,0.0,False
54879,33,32,True,1.0,31,True,True,33.0,1,1.0,2.0,2.6313083693e+35,1.0,0.0,False
36396,34,51,False,0.562592,2,False,True,6.0,1,3.0,1.0,34.0,1.0,1.0,False
36398,34,51,False,0.135056,2,False,True,6.0,1,2.0,1.0,68.0,1.0,1.0,False
36400,34,51,False,0.310309,2,False,True,6.0,1,3.0,1.0,34.0,1.0,1.0,False
50754,34,34,True,0.034054,2,True,True,4.0,1,1.0,1.0,68.0,1.0,1.0,True
50755,34,136,True,5.438447,8,True,True,16.0,1,1.0,1.0,272.0,1.0,1.0,True
50757,34,272,True,15.0,16,True,True,32.0,1,1.0,1.0,711374856190000.0,1.0,1.0,True
50758,34,289,True,17.0,32,True,True,34.0,1,1.0,1.0,2.5302709301e+29,1.0,1.0,True
50759,34,544,True,32.0,17,True,True,34.0,16,1.0,1.0,4.6620662575e+19,0.0,1.0,True
50760,34,561,True,34.0,33,True,True,34.0,33,1.0,1.0,2.9523279904e+38,0.0,1.0,True
51939,34,68,True,0.270111,2,True,True,7.931892,2,1.0,1.0,4456448.0,0.0,1.0,True
51940,34,68,True,1.094296,4,True,True,8.0,1,1.0,1.0,136.0,1.0,1.0,True
53626,34,51,False,0.78568,1,False,True,6.0,1,5.0,4.0,24.0,1.0,1.0,False
54104,34,68,False,1.697224,4,False,True,8.0,1,3.0,3.0,144.0,1.0,1.0,False
54105,34,68,False,1.697224,6,False,True,8.0,1,4.0,3.0,72.0,1.0,1.0,False
54880,34,136,True,3.901038,4,True,True,13.811407,4,1.0,1.0,8912896.0,0.0,1.0,True
54881,34,144,True,5.627719,9,True,True,17.0,1,1.0,2.0,1152.0,1.0,0.0,False
54882,34,144,True,3.575571,3,True,True,17.0,1,1.0,2.0,371504185340.0,1.0,0.0,False
54883,34,144,True,3.575571,3,True,True,17.0,1,1.0,2.0,573308928.0,1.0,0.0,False
54884,34,132,True,5.0,11,True,True,17.0,1,1.0,2.0,7920.0,1.0,0.0,False
54885,34,120,True,3.575571,5,True,True,17.0,1,1.0,2.0,11466178560.0,1.0,0.0,False
54886,34,120,True,3.575571,5,True,True,17.0,1,1.0,2.0,491520.0,1.0,0.0,False
54887,34,84,True,1.847933,3,True,True,17.0,1,1.0,2.0,1.5485790781e+16,1.0,0.0,False
54888,34,60,True,1.271584,3,True,True,17.0,1,1.0,2.0,71663616000000.0,1.0,0.0,False
54889,34,272,True,12.876894,8,True,True,21.123106,8,1.0,1.0,17825792.0,0.0,1.0,True
54890,34,288,True,16.0,17,True,True,34.0,1,1.0,2.0,1.3395551983e+29,1.0,0.0,False
54891,34,285,True,15.0,18,True,True,34.0,1,1.0,2.0,1.590721798e+29,1.0,0.0,False
54892,34,280,True,14.0,19,True,True,34.0,1,1.0,2.0,2.1209623973e+29,1.0,0.0,False
54893,34,273,True,13.0,20,True,True,34.0,1,1.0,2.0,3.1814435959e+29,1.0,0.0,False
54894,34,264,True,12.0,21,True,True,34.0,1,1.0,2.0,5.3839814701e+29,1.0,0.0,False
54895,34,253,True,11.0,22,True,True,34.0,1,1.0,2.0,1.0319297818e+30,1.0,0.0,False
54896,34,240,True,10.0,23,True,True,34.0,1,1.0,2.0,2.2514831602e+30,1.0,0.0,False
54897,34,225,True,9.0,24,True,True,34.0,1,1.0,2.0,5.6287079005e+30,1.0,0.0,False
54898,34,208,True,8.0,25,True,True,34.0,1,1.0,2.0,1.6260711713e+31,1.0,0.0,False
54899,34,189,True,7.0,26,True,True,34.0,1,1.0,2.0,5.487990203e+31,1.0,0.0,False
54900,34,168,True,6.0,27,True,True,34.0,1,1.0,2.0,2.1951960812e+32,1.0,0.0,False
54901,34,145,True,5.0,28,True,True,34.0,1,1.0,2.0,1.0610114392e+33,1.0,0.0,False
54902,34,120,True,4.0,29,True,True,34.0,1,1.0,2.0,6.3660686355e+33,1.0,0.0,False
54903,34,93,True,3.0,30,True,True,34.0,1,1.0,2.0,4.9337031925e+34,1.0,0.0,False
54904,34,64,True,2.0,31,True,True,34.0,1,1.0,2.0,5.2626167387e+35,1.0,0.0,False
54905,34,33,True,1.0,32,True,True,34.0,1,1.0,2.0,8.6833176188e+36,1.0,0.0,False
50761,35,35,True,0.032141,2,True,True,3.991949,2,1.0,1.0,70.0,0.0,1.0,True
50762,35,70,True,2.0,14,True,True,7.0,6,1.0,1.0,5040.0,0.0,1.0,True
50763,35,140,False,5.24396,2,False,True,14.472136,2,4.0,1.0,70.0,0.0,1.0,False
50764,35,210,True,8.291796,2,True,True,21.708204,2,6.0,1.0,70.0,0.0,1.0,False
50765,35,245,True,9.673762,2,True,True,25.326238,2,1.0,1.0,3.2520160641e+19,0.0,1.0,True
50766,35,420,True,23.0,24,True,True,30.0,4,1.0,1.0,604800.0,0.0,1.0,True
50767,35,490,True,28.0,30,True,True,35.0,4,1.0,1.0,3.9024192769e+20,0.0,1.0,True
50768,35,525,True,30.0,28,True,True,35.0,6,1.0,1.0,1.8059231232e+18,0.0,1.0,True
50769,35,595,True,35.0,34,True,True,35.0,34,1.0,1.0,1.0333147966e+40,0.0,1.0,True
51941,35,70,True,1.084403,4,True,True,7.603875,2,1.0,1.0,140.0,0.0,1.0,True
52508,35,70,True,1.506041,2,True,True,7.603875,2,5.0,3.0,14.0,0.0,1.0,False
54906,35,42,True,0.340321,6,True,True,5.0,1,1.0,2.0,336.0,1.0,0.0,False
54907,35,60,True,1.0,5,True,True,7.0,1,1.0,2.0,720.0,1.0,0.0,False
54908,35,60,True,0.627719,5,True,True,7.0,1,1.0,2.0,122880.0,1.0,0.0,False
54909,35,50,True,0.807418,8,True,True,7.0,1,1.0,2.0,28800.0,1.0,0.0,False
54910,35,84,True,1.799587,6,True,True,10.0,1,1.0,2.0,336.0,1.0,0.0,False
54911,35,84,True,0.474309,2,True,True,10.0,1,1.0,2.0,501645312.0,1.0,0.0,False
54912,35,84,True,1.683375,6,True,True,10.0,1,1.0,2.0,645120.0,1.0,0.0,False
54913,35,105,True,3.635849,6,True,True,10.854102,2,1.0,1.0,210.0,0.0,1.0,True
54914,35,56,True,0.310872,2,True,True,10.0,1,1.0,2.0,64210599936.0,1.0,0.0,False
54915,35,120,True,1.306459,2,True,True,14.0,1,1.0,2.0,619173642240.0,1.0,0.0,False
54916,35,120,True,2.641101,4,True,True,14.0,1,1.0,2.0,955514880.0,1.0,0.0,False
54917,35,120,True,4.0,9,True,True,14.0,1,1.0,2.0,737280.0,1.0,0.0,False
54918,35,140,True,3.012082,2,True,True,15.207751,2,1.0,1.0,1680.0,0.0,1.0,True
54919,35,126,True,3.725083,6,True,True,15.0,1,1.0,2.0,6019743744.0,1.0,0.0,False
54920,35,126,True,3.725083,6,True,True,15.0,1,1.0,2.0,11757312.0,1.0,0.0,False
54921,35,100,True,2.299982,4,True,True,14.0,1,1.0,2.0,200.0,1.0,0.0,False
54922,35,100,True,1.068698,2,True,True,14.0,1,1.0,2.0,7962624000000.0,1.0,0.0,False
54923,35,100,True,2.101021,4,True,True,14.0,1,1.0,2.0,2985984000000.0,1.0,0.0,False
54924,35,175,True,3.765102,2,True,True,19.009689,2,1.0,1.0,5016453120000000.0,0.0,1.0,True
54925,35,60,True,0.619702,2,True,True,14.0,1,1.0,2.0,1934917632000000.0,1.0,0.0,False
54926,35,60,True,1.169048,4,True,True,14.0,1,1.0,2.0,7255941120.0,1.0,0.0,False
54927,35,84,True,2.184927,6,True,True,15.0,1,1.0,2.0,168.0,1.0,0.0,False
54928,35,84,True,2.184927,6,True,True,15.0,1,1.0,2.0,770527199230.0,1.0,0.0,False
54929,35,84,True,2.184927,6,True,True,15.0,1,1.0,2.0,688128.0,1.0,0.0,False
54930,35,168,True,6.418321,6,True,True,20.0,1,1.0,2.0,336.0,1.0,0.0,False
54931,35,168,True,6.0,6,True,True,20.0,1,1.0,2.0,6019743744.0,1.0,0.0,False
54932,35,180,True,6.0,4,True,True,21.0,1,1.0,2.0,955514880.0,1.0,0.0,False
54933,35,180,True,7.298438,9,True,True,21.0,1,1.0,2.0,737280.0,1.0,0.0,False
54934,35,210,True,8.291796,2,True,True,21.708204,2,1.0,1.0,50400.0,0.0,1.0,True
54935,35,210,True,7.0,6,True,True,15.0,14,1.0,1.0,5040.0,0.0,1.0,True
54936,35,150,True,4.562829,4,True,True,21.0,1,1.0,2.0,2985984000000.0,1.0,0.0,False
54937,35,210,True,8.468871,6,True,True,25.0,1,1.0,2.0,645120.0,1.0,0.0,False
54938,35,112,True,3.36675,6,True,True,20.0,1,1.0,2.0,770527199230.0,1.0,0.0,False
54939,35,240,True,10.0,4,True,True,28.0,1,1.0,2.0,7430083706900.0,1.0,0.0,False
54940,35,280,True,14.0,20,True,True,20.0,14,1.0,1.0,40320.0,0.0,1.0,True
54941,35,90,True,2.422253,4,True,True,21.0,1,1.0,2.0,7255941120.0,1.0,0.0,False
54942,35,252,True,11.127017,6,True,True,30.0,1,1.0,2.0,180592312320.0,1.0,0.0,False
54943,35,306,True,17.0,17,True,True,35.0,1,1.0,2.0,2.2772438371e+30,1.0,0.0,False
54944,35,315,True,15.0,14,True,True,21.0,20,1.0,1.0,40320.0,0.0,1.0,True
54945,35,304,True,16.0,18,True,True,35.0,1,1.0,2.0,2.5451548768e+30,1.0,0.0,False
54946,35,200,True,7.596876,8,True,True,28.0,1,1.0,2.0,28800.0,1.0,0.0,False
54947,35,200,True,7.21767,4,True,True,28.0,1,1.0,2.0,95551488000000.0,1.0,0.0,False
54948,35,300,True,15.0,19,True,True,35.0,1,1.0,2.0,3.1814435959e+30,1.0,0.0,False
54949,35,294,True,14.0,20,True,True,35.0,1,1.0,2.0,4.4540210343e+30,1.0,0.0,False
54950,35,286,True,13.0,21,True,True,35.0,1,1.0,2.0,6.9991759111e+30,1.0,0.0,False
54951,35,276,True,12.0,22,True,True,35.0,1,1.0,2.0,1.2383157381e+31,1.0,0.0,False
54952,35,120,True,3.70437,4,True,True,28.0,1,1.0,2.0,2.3219011584e+16,1.0,0.0,False
54953,35,168,True,5.780456,6,True,True,30.0,1,1.0,2.0,23115815977000.0,1.0,0.0,False
54954,35,264,True,11.0,23,True,True,35.0,1,1.0,2.0,2.4766314762e+31,1.0,0.0,False
54955,35,250,True,10.0,24,True,True,35.0,1,1.0,2.0,5.6287079005e+31,1.0,0.0,False
54956,35,234,True,9.0,25,True,True,35.0,1,1.0,2.0,1.4634640541e+32,1.0,0.0,False
54957,35,216,True,8.0,26,True,True,35.0,1,1.0,2.0,4.3903921624e+32,1.0,0.0,False
54958,35,196,True,7.0,27,True,True,35.0,1,1.0,2.0,1.5366372568e+33,1.0,0.0,False
54959,35,174,True,6.0,28,True,True,35.0,1,1.0,2.0,6.3660686355e+33,1.0,0.0,False
54960,35,150,True,5.0,29,True,True,35.0,1,1.0,2.0,3.1830343177e+34,1.0,0.0,False
54961,35,124,True,4.0,30,True,True,35.0,1,1.0,2.0,1.973481277e+35,1.0,0.0,False
54962,35,96,True,3.0,31,True,True,35.0,1,1.0,2.0,1.5787850216e+36,1.0,0.0,False
54963,35,66,True,2.0,32,True,True,35.0,1,1.0,2.0,1.7366635238e+37,1.0,0.0,False
54964,35,34,True,1.0,33,True,True,35.0,1,1.0,2.0,2.9523279904e+38,1.0,0.0,False
1336,36,90,True,3.0,16,True,True,8.0,9,1.0,1.0,1440.0,0.0,1.0,True
1420,36,252,True,12.0,21,True,True,18.0,14,1.0,1.0,12096.0,0.0,1.0,True
34470,36,270,True,12.0,15,True,True,18.0,20,1.0,1.0,51840.0,0.0,1.0,True
36410,36,54,False,0.277598,2,False,True,6.0,1,3.0,1.0,36.0,1.0,1.0,False
36412,36,54,False,0.16025,2,False,True,6.0,1,2.0,1.0,9216.0,1.0,1.0,False
36414,36,54,False,0.354249,2,False,True,6.0,1,3.0,1.0,36.0,1.0,1.0,False
36416,36,54,False,0.467911,2,False,True,6.0,1,3.0,1.0,36.0,1.0,1.0,False
36418,36,54,False,0.504668,2,False,True,6.0,1,3.0,1.0,36.0,1.0,1.0,False
36420,36,54,False,0.120615,2,False,True,6.0,1,2.0,1.0,72.0,1.0,1.0,False
36424,36,54,False,0.354249,2,False,True,6.0,1,2.0,1.0,72.0,1.0,1.0,False
36426,36,54,False,0.697224,4,False,True,6.0,1,2.0,1.0,144.0,1.0,1.0,False
36428,36,54,False,0.442388,4,False,True,6.0,1,3.0,1.0,36.0,1.0,1.0,False
49519,36,54,False,0.763932,5,False,True,6.0,1,4.0,5.0,24.0,1.0,1.0,False
49520,36,54,False,0.763932,4,False,True,6.0,1,10.0,7.0,8.0,1.0,1.0,False
50545,36,54,False,0.73745,2,False,True,6.0,1,3.0,2.0,36.0,1.0,1.0,False
50770,36,36,True,0.030384,2,True,True,4.0,1,1.0,1.0,72.0,1.0,1.0,True
50771,36,72,True,1.697224,8,True,True,8.0,1,1.0,1.0,144.0,1.0,1.0,True
50772,36,108,False,2.535898,2,False,True,12.0,1,2.0,1.0,144.0,1.0,1.0,False
50775,36,144,False,5.0,4,False,True,16.0,1,3.0,1.0,72.0,1.0,1.0,False
50776,36,144,True,4.837722,8,True,True,16.0,1,1.0,1.0,144.0,1.0,1.0,True
50777,36,144,False,6.0,17,True,False,13.75877,2,2.0,1.0,144.0,0.0,1.0,False
50778,36,144,True,6.0,16,True,True,12.0,10,1.0,1.0,4608.0,0.0,1.0,True
50779,36,180,True,6.837722,8,True,True,20.0,1,2.0,1.0,144.0,1.0,1.0,True
50780,36,216,True,9.55051,12,True,True,24.0,1,1.0,1.0,4320.0,1.0,1.0,True
50781,36,216,True,9.0,8,True,True,24.0,1,1.0,1.0,10368.0,1.0,1.0,True
50782,36,216,True,8.535898,6,True,True,24.0,1,1.0,1.0,56623104.0,1.0,1.0,True
50783,36,270,True,12.0,5,True,True,30.0,1,1.0,1.0,3134566563800.0,1.0,1.0,True
50784,36,288,True,14.0,8,True,True,32.0,1,1.0,1.0,190253629440.0,1.0,1.0,True
50785,36,306,True,16.0,17,True,True,34.0,1,1.0,1.0,1.2804747411e+16,1.0,1.0,True
50786,36,324,True,18.0,34,True,True,36.0,1,1.0,1.0,8.1980778136e+31,1.0,1.0,True
50792,36,288,True,12.0,4,True,True,24.0,4,1.0,1.0,190210142900000.0,0.0,1.0,True
